Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Position
10319,deonte burton,OKC,25,195.58,111.13004,Iowa State,USA,Undrafted,Undrafted,Undrafted,32,2.6,0.9,0.3,4.3,0.014,0.09,0.159,0.47,0.057,2018-19,
10321,derrick jones jr.,MIA,22,200.66,90.7184,UNLV,USA,Undrafted,Undrafted,Undrafted,60,7.0,4.0,0.6,-1.2,0.076,0.119,0.151,0.559,0.049,2018-19,
10323,derrick white,SAS,24,193.04,86.18248,Colorado,USA,2017,1,29,67,9.9,3.7,3.9,4.8,0.022,0.116,0.178,0.555,0.206,2018-19,
10326,devin robinson,WAS,24,203.2,90.7184,Florida,USA,Undrafted,Undrafted,Undrafted,7,6.7,2.9,0.9,-1.7,0.058,0.143,0.176,0.616,0.095,2018-19,
10327,devonte' graham,CHA,24,187.96,83.91452,Kansas,USA,2018,2,34,46,4.7,1.4,2.6,-7.3,0.013,0.078,0.166,0.459,0.266,2018-19,
10330,darius miller,NOP,29,203.2,102.0582,Kentucky,USA,2012,2,46,69,8.2,1.9,2.1,-0.2,0.007,0.059,0.131,0.55,0.107,2018-19,
10332,danuel house jr.,HOU,26,200.66,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,39,9.4,3.6,1.0,8.9,0.025,0.112,0.137,0.646,0.058,2018-19,
10338,chimezie metu,SAS,22,208.28,102.0582,USC,USA,2018,2,49,29,1.8,1.2,0.4,-1.3,0.061,0.179,0.223,0.389,0.14,2018-19,
10339,chris boucher,TOR,26,208.28,90.7184,Oregon,Canada,Undrafted,Undrafted,Undrafted,28,3.3,2.0,0.1,-4.2,0.086,0.209,0.214,0.563,0.02,2018-19,
10340,chris chiozza,HOU,23,182.88,79.3786,None,USA,Undrafted,Undrafted,Undrafted,7,0.9,0.6,0.6,-25.0,0.021,0.111,0.108,0.375,0.19,2018-19,
10352,d.j. wilson,MIL,23,208.28,104.779752,Michigan,USA,2017,1,17,48,5.8,4.6,1.1,4.9,0.047,0.174,0.141,0.515,0.08,2018-19,
10353,dj stephens,MEM,28,195.58,85.275296,Memphis,USA,Undrafted,Undrafted,Undrafted,1,2.0,0.0,0.0,-23.2,0.0,0.0,0.13,0.5,0.0,2018-19,
10354,dairis bertans,NOP,29,193.04,90.7184,None,Latvia,Undrafted,Undrafted,Undrafted,12,2.8,0.8,0.8,-15.0,0.011,0.036,0.12,0.362,0.078,2018-19,
10357,damion lee,GSW,26,198.12,95.25432,Louisville,USA,Undrafted,Undrafted,Undrafted,32,4.9,2.0,0.4,-5.4,0.02,0.134,0.164,0.578,0.051,2018-19,
10358,damyean dotson,NYK,25,198.12,95.25432,Houston,USA,2017,2,44,73,10.7,3.6,1.8,-8.0,0.016,0.108,0.169,0.526,0.104,2018-19,
10359,daniel hamilton,ATL,23,200.66,88.45044,Connecticut,USA,2016,2,56,19,3.0,2.5,1.2,-4.9,0.043,0.161,0.153,0.455,0.157,2018-19,
10360,daniel theis,BOS,27,203.2,110.222856,None,Germany,Undrafted,Undrafted,Undrafted,66,5.7,3.4,1.0,7.4,0.088,0.145,0.15,0.624,0.108,2018-19,
10366,daryl macon,DAL,23,190.5,83.91452,Arkansas,USA,Undrafted,Undrafted,Undrafted,8,3.6,1.5,0.9,-2.1,0.019,0.099,0.167,0.482,0.123,2018-19,
10367,johnathan williams,LAL,24,205.74,103.418976,Gonzaga,USA,Undrafted,Undrafted,Undrafted,24,6.5,4.1,0.5,7.6,0.116,0.13,0.158,0.599,0.051,2018-19,
10371,ryan arcidiacono,CHI,25,190.5,90.7184,Villanova,USA,Undrafted,Undrafted,Undrafted,81,6.7,2.7,3.3,-5.8,0.013,0.096,0.117,0.588,0.191,2018-19,
10372,ryan broekhoff,DAL,28,200.66,97.52228,None,Australia,Undrafted,Undrafted,Undrafted,42,4.0,1.5,0.5,8.3,0.017,0.113,0.14,0.621,0.069,2018-19,
10375,scott machado,LAL,29,185.42,92.98636,Iona,USA,Undrafted,Undrafted,Undrafted,4,2.5,0.0,0.8,0.0,0.0,0.0,0.13,0.776,0.214,2018-19,
10376,semi ojeleye,BOS,24,200.66,109.315672,Southern Methodist,USA,2017,2,37,56,3.3,1.5,0.4,6.0,0.038,0.093,0.137,0.531,0.054,2018-19,
10380,shai gilgeous-alexander,LAC,20,198.12,82.100152,Kentucky,Canada,2018,1,11,82,10.8,2.8,3.3,-2.0,0.026,0.078,0.182,0.554,0.179,2018-19,
10381,shake milton,PHI,22,198.12,93.893544,Southern Methodist,USA,2018,2,54,20,4.4,1.8,0.9,-1.1,0.031,0.096,0.147,0.483,0.086,2018-19,
10382,shaquille harrison,CHI,25,193.04,86.18248,Tulsa,USA,Undrafted,Undrafted,Undrafted,73,6.5,3.0,1.9,-10.2,0.022,0.132,0.16,0.494,0.142,2018-19,
10385,sindarius thornwell,LAC,24,195.58,97.52228,South Carolina,USA,2017,2,48,64,1.0,0.7,0.3,-0.8,0.015,0.108,0.105,0.485,0.079,2018-19,
10391,sterling brown,MIL,24,198.12,105.233344,Southern Methodist,USA,2017,2,46,58,6.4,3.2,1.4,0.2,0.026,0.13,0.149,0.563,0.115,2018-19,
10393,svi mykhailiuk,DET,22,203.2,92.98636,Kansas,Ukraine,2018,2,47,42,3.2,0.9,0.9,-0.5,0.019,0.055,0.157,0.447,0.11,2018-19,
10396,tj leaf,IND,22,208.28,102.0582,UCLA,USA,2017,1,18,58,3.9,2.2,0.4,3.6,0.077,0.145,0.158,0.572,0.063,2018-19,
10398,tahjere mccall,BKN,24,195.58,86.18248,Tennessee State,USA,Undrafted,Undrafted,Undrafted,1,4.0,1.0,0.0,63.9,0.0,0.2,0.136,0.581,0.0,2018-19,
10399,royce o'neale,UTA,26,198.12,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,82,5.2,3.5,1.5,4.8,0.013,0.146,0.108,0.589,0.102,2018-19,
10401,pj dozier,BOS,22,198.12,92.98636,South Carolina,USA,Undrafted,Undrafted,Undrafted,6,3.2,2.8,0.8,22.5,0.102,0.172,0.173,0.434,0.125,2018-19,
10412,quincy pondexter,SAS,31,200.66,104.32616,Washington,USA,2010,1,26,53,1.8,0.9,0.5,-2.2,0.028,0.123,0.129,0.641,0.121,2018-19,
10414,rj hunter,BOS,25,195.58,83.91452,Georgia State,USA,2015,1,28,1,17.0,3.0,3.0,52.8,0.037,0.05,0.226,0.612,0.15,2018-19,
10417,rawle alkins,CHI,21,195.58,102.0582,None,USA,Undrafted,Undrafted,Undrafted,10,3.7,2.6,1.3,-5.5,0.077,0.12,0.173,0.418,0.137,2018-19,
10418,ray spalding,PHX,22,208.28,97.52228,Louisville,USA,2018,2,56,14,3.9,3.4,0.4,-6.8,0.091,0.19,0.164,0.516,0.052,2018-19,
10425,robert williams iii,BOS,21,208.28,108.86208,Texas A&M,USA,2018,1,27,32,2.5,2.5,0.2,-5.9,0.086,0.164,0.101,0.703,0.04,2018-19,
10427,rodions kurucs,BKN,21,205.74,95.25432,None,Latvia,2018,2,40,63,8.5,3.9,0.8,-0.4,0.04,0.131,0.175,0.545,0.057,2018-19,
10432,taurean prince,ATL,25,203.2,99.79024,Baylor,USA,2016,1,12,55,13.5,3.6,2.1,-6.9,0.013,0.11,0.19,0.575,0.107,2018-19,
10433,terrance ferguson,OKC,21,200.66,86.18248,None,USA,2017,1,21,74,6.9,1.9,1.0,3.9,0.015,0.055,0.104,0.566,0.046,2018-19,
10436,tyrone wallace,LAC,25,195.58,89.811216,California,USA,2016,2,60,62,3.5,1.6,0.7,3.7,0.03,0.111,0.174,0.45,0.09,2018-19,
10442,vincent edwards,HOU,23,203.2,102.0582,Purdue,USA,2018,2,52,2,1.5,1.0,0.0,-6.1,0.059,0.059,0.111,0.375,0.0,2018-19,
10443,wade baldwin iv,POR,23,193.04,90.7184,Vanderbilt,USA,2016,1,17,16,1.9,0.9,0.8,-36.8,0.018,0.123,0.227,0.396,0.24,2018-19,
10444,walt lemon jr.,CHI,26,190.5,81.64656,None,USA,Undrafted,Undrafted,Undrafted,6,14.3,4.5,5.0,-7.8,0.021,0.136,0.253,0.468,0.283,2018-19,
10447,wendell carter jr.,CHI,20,208.28,115.66596,Duke,USA,2018,1,7,44,10.3,7.0,1.8,-11.7,0.075,0.198,0.192,0.541,0.118,2018-19,
10448,wes iwundu,ORL,24,200.66,88.45044,Kansas State,USA,2017,2,33,68,5.0,2.7,1.1,1.7,0.027,0.108,0.125,0.531,0.08,2018-19,
10455,yante maten,MIA,22,203.2,108.86208,None,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.5,0.0,14.8,0.071,0.095,0.133,0.25,0.0,2018-19,
10457,yuta watanabe,MEM,24,205.74,92.98636,George Washington,Japan,Undrafted,Undrafted,Undrafted,15,2.6,2.1,0.5,5.5,0.022,0.152,0.148,0.352,0.063,2018-19,
10458,zach collins,POR,21,213.36,106.59412,Gonzaga,USA,2017,1,10,77,6.6,4.2,0.9,0.1,0.078,0.144,0.166,0.562,0.076,2018-19,
10460,zach lofton,DET,26,193.04,81.64656,New Mexico State,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2018-19,
10462,johnathan motley,LAC,24,208.28,104.32616,Baylor,USA,Undrafted,Undrafted,Undrafted,22,4.6,2.3,0.5,-8.9,0.104,0.213,0.266,0.563,0.129,2018-19,
10464,tyler lydon,DEN,23,208.28,102.0582,Syracuse,USA,2017,1,24,25,0.9,0.7,0.2,-8.3,0.062,0.133,0.097,0.595,0.087,2018-19,
10466,tyler dorsey,MEM,23,195.58,83.007336,Oregon,USA,2017,2,41,48,6.2,2.4,1.2,-2.0,0.036,0.118,0.182,0.509,0.118,2018-19,
10472,theo pinson,BKN,23,198.12,98.883056,None,USA,Undrafted,Undrafted,Undrafted,18,4.5,2.0,1.2,-0.6,0.015,0.126,0.191,0.49,0.167,2018-19,
10473,thomas bryant,WAS,21,210.82,112.490816,Indiana,USA,2017,2,42,72,10.5,6.3,1.3,-3.6,0.072,0.219,0.17,0.674,0.09,2018-19,
10474,thomas welsh,DEN,23,213.36,115.66596,UCLA,USA,2018,2,58,11,1.6,0.4,0.5,2.3,0.0,0.114,0.153,0.648,0.2,2018-19,
10477,tim hardaway jr.,DAL,27,198.12,92.98636,Michigan,USA,2013,1,24,65,18.1,3.4,2.4,-9.1,0.015,0.09,0.246,0.527,0.125,2018-19,
10480,tony bradley,UTA,21,208.28,112.490816,North Carolina,USA,2017,1,28,3,5.7,5.0,0.3,-18.9,0.196,0.188,0.2,0.504,0.042,2018-19,
10483,torrey craig,DEN,28,200.66,97.52228,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,75,5.7,3.5,1.0,3.3,0.057,0.112,0.121,0.547,0.062,2018-19,
10484,trae young,ATL,20,187.96,81.64656,Oklahoma,USA,2018,1,5,81,19.1,3.7,8.1,-6.3,0.024,0.091,0.277,0.539,0.39,2018-19,
10486,trevon duval,HOU,20,187.96,85.728888,None,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.3,0.7,7.7,0.0,0.2,0.231,0.833,0.667,2018-19,
10491,troy brown jr.,WAS,19,200.66,97.52228,Oregon,USA,2018,1,15,52,4.8,2.8,1.5,-0.3,0.045,0.149,0.158,0.487,0.147,2018-19,
10492,troy caupain,ORL,23,193.04,95.25432,Cincinnati,USA,Undrafted,Undrafted,Undrafted,4,2.5,0.8,1.0,25.0,0.071,0.154,0.216,0.625,0.4,2018-19,
10495,tyler cavanaugh,UTA,25,205.74,107.954896,George Washington,USA,Undrafted,Undrafted,Undrafted,11,0.8,0.7,0.1,-40.7,0.065,0.128,0.118,0.414,0.043,2018-19,
10496,tyler davis,OKC,22,208.28,120.655472,None,USA,Undrafted,Undrafted,Undrafted,1,0.0,1.0,0.0,0.0,0.5,0.0,0.333,0.0,0.0,2018-19,
10498,otto porter jr.,CHI,26,203.2,89.811216,Georgetown,USA,2013,1,3,56,13.9,5.6,2.1,-0.4,0.031,0.153,0.185,0.569,0.1,2018-19,
10500,omari spellman,ATL,21,205.74,111.13004,Villanova,USA,2018,1,30,46,5.9,4.2,1.0,-10.3,0.08,0.144,0.146,0.516,0.085,2018-19,
10502,kenrich williams,NOP,24,200.66,95.25432,None,USA,Undrafted,Undrafted,Undrafted,46,6.1,4.8,1.8,-3.8,0.046,0.145,0.119,0.485,0.094,2018-19,
10506,kevin huerter,ATL,20,200.66,86.18248,Maryland,USA,2018,1,19,75,9.7,3.3,2.9,-2.2,0.027,0.087,0.153,0.533,0.139,2018-19,
10507,kevin knox ii,NYK,19,205.74,97.52228,Kentucky,USA,2018,1,9,75,12.8,4.5,1.1,-13.6,0.025,0.12,0.219,0.475,0.06,2018-19,
10510,khem birch,ORL,26,205.74,105.686936,UNLV,Canada,Undrafted,Undrafted,Undrafted,50,4.8,3.8,0.8,3.2,0.112,0.166,0.136,0.64,0.087,2018-19,
10512,khyri thomas,DET,23,190.5,95.25432,Creighton,USA,2018,2,38,26,2.3,0.8,0.3,-8.0,0.017,0.082,0.158,0.413,0.067,2018-19,
10514,kobi simmons,CLE,21,193.04,77.11064,Arizona,USA,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,2018-19,
10516,kostas antetokounmpo,DAL,21,208.28,90.7184,University of Dayton,Greece,2018,2,60,2,1.0,0.5,0.0,17.6,0.0,0.111,0.24,0.21,0.0,2018-19,
10520,kyle kuzma,LAL,23,205.74,99.79024,Utah,USA,2017,1,27,70,18.7,5.5,2.5,-1.3,0.025,0.127,0.233,0.546,0.113,2018-19,
10527,landry shamet,LAC,22,195.58,85.275296,Wichita State,USA,2018,1,26,79,9.1,1.7,1.5,1.7,0.011,0.06,0.145,0.604,0.09,2018-19,
10529,larry nance jr.,CLE,26,205.74,104.32616,Wyoming,USA,2015,1,27,67,9.4,8.2,3.2,-8.8,0.09,0.224,0.152,0.583,0.179,2018-19,
10531,kelly oubre jr.,PHX,23,200.66,92.98636,Kansas,USA,2015,1,15,69,15.2,4.7,1.2,-6.0,0.035,0.126,0.223,0.551,0.067,2018-19,
10533,keita bates-diop,MIN,23,205.74,103.872568,Ohio State,USA,2018,2,48,30,5.0,2.8,0.6,-5.1,0.029,0.129,0.14,0.489,0.047,2018-19,
10536,jonah bolden,PHI,23,208.28,99.79024,None,Australia,2017,2,36,44,4.7,3.8,0.9,-1.8,0.067,0.173,0.131,0.595,0.085,2018-19,
10539,jonathan isaac,ORL,21,208.28,95.25432,Florida State,USA,2017,1,6,75,9.6,5.5,1.1,1.0,0.048,0.152,0.16,0.537,0.055,2018-19,
10541,jordan bell,GSW,24,205.74,101.604608,Oregon,USA,2017,2,38,68,3.3,2.7,1.1,-5.3,0.068,0.154,0.133,0.531,0.134,2018-19,
10543,jordan loyd,TOR,25,193.04,95.25432,None,USA,Undrafted,Undrafted,Undrafted,12,2.4,0.8,0.5,-15.7,0.017,0.133,0.159,0.635,0.182,2018-19,
10545,jordan sibert,ATL,26,193.04,84.821704,University of Dayton,USA,Undrafted,Undrafted,Undrafted,1,3.0,0.0,0.0,-36.7,0.0,0.0,0.083,1.5,0.0,2018-19,
10547,josh hart,LAL,24,195.58,97.52228,Villanova,USA,2017,1,30,67,7.8,3.7,1.4,0.4,0.019,0.109,0.13,0.526,0.072,2018-19,
10548,lauri markkanen,CHI,22,213.36,108.86208,Arizona,Finland,2017,1,7,52,18.7,9.0,1.4,-5.5,0.043,0.234,0.245,0.553,0.07,2018-19,
10549,josh jackson,PHX,22,203.2,90.7184,Kansas,USA,2017,1,4,79,11.5,4.4,2.3,-9.6,0.032,0.136,0.234,0.487,0.142,2018-19,
10552,juancho hernangomez,DEN,23,205.74,104.32616,None,Spain,2016,1,15,70,5.8,3.8,0.8,1.3,0.044,0.144,0.119,0.58,0.054,2018-19,
10553,julian washburn,MEM,27,203.2,94.800728,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,18,2.2,2.3,0.8,-2.0,0.027,0.128,0.096,0.402,0.083,2018-19,
10557,justin jackson,DAL,24,203.2,95.25432,North Carolina,USA,2017,1,15,81,7.2,2.6,1.2,-0.9,0.025,0.096,0.141,0.561,0.081,2018-19,
10558,justin patton,PHI,22,213.36,109.315672,Creighton,USA,2017,1,16,3,1.7,2.0,1.0,-12.9,0.065,0.174,0.14,0.317,0.25,2018-19,
10561,kalin lucas,DET,30,185.42,88.45044,Michigan State,USA,Undrafted,Undrafted,Undrafted,1,2.0,3.0,1.0,-25.0,0.0,0.5,0.154,0.532,0.5,2018-19,
10564,josh okogie,MIN,20,193.04,96.161504,Georgia Institute of Technology,Nigeria,2018,1,20,74,7.7,2.9,1.2,-1.0,0.021,0.098,0.148,0.492,0.068,2018-19,
10566,kadeem allen,NYK,26,190.5,90.7184,Arizona,USA,2017,2,53,19,9.9,2.7,4.0,-4.1,0.019,0.1,0.195,0.574,0.277,2018-19,
10567,lonzo ball,LAL,21,198.12,86.18248,UCLA,USA,2017,1,2,47,9.9,5.3,5.4,-0.7,0.036,0.124,0.167,0.487,0.236,2018-19,
10569,mikal bridges,PHX,22,200.66,95.25432,Villanova,USA,2018,1,10,82,8.3,3.2,2.1,-6.8,0.023,0.085,0.119,0.556,0.097,2018-19,
10573,miles bridges,CHA,21,200.66,102.0582,Michigan State,USA,2018,1,12,80,7.5,4.0,1.2,-3.7,0.037,0.148,0.147,0.548,0.081,2018-19,
10575,milos teodosic,LAC,32,195.58,88.904032,None,Serbia,Undrafted,Undrafted,Undrafted,15,3.2,1.1,2.1,5.4,0.021,0.084,0.171,0.557,0.26,2018-19,
10576,mitchell creek,MIN,27,198.12,102.0582,None,Australia,Undrafted,Undrafted,Undrafted,5,4.2,2.4,1.2,8.9,0.109,0.105,0.169,0.55,0.188,2018-19,
10577,mitchell robinson,NYK,21,215.9,108.86208,None,USA,2018,2,36,66,7.3,6.4,0.6,-6.2,0.122,0.166,0.119,0.692,0.042,2018-19,
10578,mo bamba,ORL,21,213.36,100.243832,University of Texas at Austin,USA,2018,1,6,47,6.2,5.0,0.8,-14.9,0.074,0.213,0.174,0.539,0.086,2018-19,
10579,monte morris,DEN,24,190.5,79.3786,Iowa State,USA,2017,2,51,82,10.4,2.4,3.6,4.3,0.017,0.078,0.168,0.577,0.221,2018-19,
10581,moritz wagner,LAL,22,210.82,111.13004,Michigan,Germany,2018,1,25,43,4.8,2.0,0.6,-9.8,0.035,0.142,0.21,0.533,0.084,2018-19,
10582,naz mitrou-long,UTA,25,193.04,98.883056,Iowa State,Canada,Undrafted,Undrafted,Undrafted,14,1.1,0.4,1.1,-21.2,0.011,0.057,0.139,0.383,0.25,2018-19,
10584,nene,HOU,36,210.82,113.398,None,Brazil,2002,1,7,42,3.6,2.9,0.6,9.2,0.058,0.152,0.114,0.552,0.07,2018-19,
10594,lonnie walker iv,SAS,20,195.58,92.98636,Miami,USA,2018,1,18,17,2.6,1.0,0.5,-24.3,0.0,0.122,0.196,0.446,0.143,2018-19,
10595,og anunoby,TOR,21,203.2,105.233344,Indiana,United Kingdom,2017,1,23,67,7.0,2.9,0.7,-1.7,0.04,0.1,0.148,0.544,0.05,2018-19,
10600,melvin frazier jr.,ORL,22,198.12,90.7184,Tulane,USA,2018,2,35,10,1.5,0.5,0.1,-13.5,0.053,0.045,0.205,0.33,0.032,2018-19,
10602,luc mbah a moute,LAC,32,203.2,104.32616,California-Los Angeles,Cameroon,2008,2,37,4,5.0,1.8,0.5,7.8,0.034,0.065,0.141,0.495,0.045,2018-19,
10604,lorenzo brown,TOR,28,195.58,85.728888,North Carolina State,USA,2013,2,52,26,2.1,1.2,1.1,-7.0,0.021,0.11,0.167,0.38,0.199,2018-19,
10605,luka doncic,DAL,20,200.66,98.883056,None,Slovenia,2018,1,3,72,21.2,7.8,6.0,-3.1,0.036,0.198,0.296,0.545,0.317,2018-19,
10606,luke kennard,DET,23,195.58,93.439952,Duke,USA,2017,1,12,63,9.7,2.9,1.8,0.3,0.008,0.121,0.179,0.56,0.122,2018-19,
10607,luke kornet,NYK,23,215.9,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,46,7.0,2.9,1.2,-3.5,0.033,0.123,0.178,0.531,0.108,2018-19,
10612,malik monk,CHA,21,190.5,90.7184,Kentucky,USA,2017,1,11,73,8.9,1.9,1.6,-2.7,0.012,0.095,0.236,0.518,0.143,2018-19,
10613,marshon brooks,MEM,30,195.58,90.7184,Providence,USA,2011,1,25,29,6.6,1.6,0.9,-2.8,0.03,0.089,0.233,0.518,0.112,2018-19,
10616,malcolm miller,TOR,26,200.66,95.25432,Holy Cross,USA,Undrafted,Undrafted,Undrafted,10,3.5,0.5,0.1,-4.7,0.015,0.048,0.18,0.63,0.024,2018-19,
10617,marcus derrickson,GSW,23,200.66,112.944408,None,USA,Undrafted,Undrafted,Undrafted,11,4.2,1.2,0.1,-7.2,0.104,0.063,0.235,0.653,0.026,2018-19,
10618,maxi kleber,DAL,27,210.82,108.86208,None,Germany,Undrafted,Undrafted,Undrafted,71,6.8,4.6,1.0,2.7,0.057,0.149,0.132,0.579,0.068,2018-19,
10623,marvin bagley iii,SAC,20,210.82,106.140528,Duke,USA,2018,1,2,62,14.9,7.6,1.0,-3.2,0.092,0.18,0.237,0.562,0.06,2018-19,
10626,markelle fultz,ORL,21,193.04,90.7184,Washington,USA,2017,1,1,19,8.2,3.7,3.1,-0.4,0.056,0.088,0.189,0.452,0.212,2018-19,
10630,marcus morris sr.,BOS,29,205.74,106.59412,Kansas,USA,2011,1,14,75,13.9,6.1,1.5,1.4,0.035,0.176,0.203,0.568,0.073,2018-19,
10635,james ennis iii,ORL,29,198.12,97.52228,California State-Long Beach,USA,2013,2,50,69,6.6,3.6,0.9,0.1,0.055,0.137,0.151,0.565,0.067,2019-20,
10638,jalen mcdaniels,CHA,22,208.28,92.98636,San Diego State,USA,2019,2,52,16,5.6,4.1,0.8,-3.6,0.05,0.172,0.131,0.574,0.069,2019-20,
10639,jalen brunson,DAL,23,185.42,86.18248,Villanova,USA,2018,2,33,57,8.2,2.4,3.3,7.6,0.021,0.1,0.199,0.553,0.265,2019-20,
10646,jacob evans,MIN,23,193.04,95.25432,Cincinnati,USA,2018,1,28,29,4.4,1.4,1.1,-11.0,0.019,0.077,0.167,0.436,0.12,2019-20,
10647,jalen lecque,PHX,20,193.04,83.91452,None,USA,Undrafted,Undrafted,Undrafted,5,2.0,0.4,0.4,-20.2,0.0,0.057,0.186,0.46,0.118,2019-20,
10648,jared harper,NYK,22,177.8,79.3786,Auburn,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.0,0.0,-61.1,0.0,0.0,0.222,0.25,0.0,2019-20,
10650,jarred vanderbilt,MIN,21,205.74,97.068688,Kentucky,USA,2018,2,41,11,1.1,0.8,0.2,-23.4,0.065,0.143,0.133,0.676,0.057,2019-20,
10651,jeremy pargo,GSW,34,187.96,99.336648,Gonzaga,USA,2009,0,0,3,8.3,1.0,2.7,2.4,0.024,0.048,0.268,0.557,0.308,2019-20,
10653,jakarr sampson,IND,27,200.66,97.068688,St. John's,USA,Undrafted,Undrafted,Undrafted,34,4.6,2.6,0.6,1.9,0.042,0.141,0.126,0.615,0.058,2019-20,
10655,jeremiah martin,BKN,24,187.96,83.91452,Memphis,USA,Undrafted,Undrafted,Undrafted,9,7.1,1.1,2.0,-8.4,0.01,0.089,0.268,0.541,0.3,2019-20,
10658,jayson tatum,BOS,22,203.2,95.25432,Duke,USA,2017,1,3,66,23.4,7.0,3.0,10.6,0.027,0.165,0.28,0.567,0.143,2019-20,
10659,jaylen nowell,MIN,20,193.04,91.171992,Washington,USA,2019,2,43,15,3.8,0.9,1.3,1.2,0.016,0.065,0.165,0.471,0.194,2019-20,
10660,jaylen hoard,POR,21,203.2,97.975872,Wake Forest,France,Undrafted,Undrafted,Undrafted,13,2.9,2.5,0.3,3.0,0.111,0.158,0.153,0.504,0.054,2019-20,
10662,jaxson hayes,NOP,20,210.82,99.79024,Texas-Austin,USA,2019,1,8,64,7.4,4.0,0.9,-1.8,0.085,0.14,0.146,0.689,0.074,2019-20,
10663,javonte green,BOS,26,193.04,92.98636,Radford,USA,Undrafted,Undrafted,Undrafted,48,3.4,1.9,0.5,-2.6,0.051,0.134,0.149,0.564,0.079,2019-20,
10665,jarrett culver,MIN,21,198.12,88.45044,Texas Tech,USA,2019,1,6,63,9.2,3.4,1.7,-3.3,0.041,0.092,0.187,0.467,0.105,2019-20,
10666,jarrett allen,BKN,22,210.82,110.222856,Texas-Austin,USA,2017,1,22,70,11.1,9.6,1.6,0.9,0.108,0.226,0.148,0.664,0.086,2019-20,
10667,jarrell brantley,UTA,24,195.58,113.398,College of Charleston,USA,2019,2,50,9,2.7,2.2,1.2,-17.0,0.019,0.189,0.155,0.416,0.193,2019-20,
10668,jaren jackson jr.,MEM,20,210.82,109.769264,Michigan State,USA,2018,1,4,57,17.4,4.6,1.4,-2.6,0.033,0.12,0.238,0.593,0.073,2019-20,
10669,ja morant,MEM,20,190.5,78.925008,Murray State,USA,2019,1,2,67,17.8,3.9,7.3,-0.6,0.024,0.09,0.256,0.556,0.354,2019-20,
10670,gary payton ii,WAS,27,190.5,88.45044,Oregon State,USA,Undrafted,Undrafted,Undrafted,29,3.9,2.8,1.7,-14.3,0.053,0.127,0.129,0.473,0.158,2019-20,
10671,jj redick,NOP,36,190.5,90.7184,Duke,USA,2006,1,11,60,15.3,2.5,2.0,-1.0,0.006,0.083,0.197,0.644,0.107,2019-20,
10672,goga bitadze,IND,20,210.82,113.398,None,Georgia,2019,1,18,54,3.2,2.0,0.4,-1.4,0.052,0.146,0.17,0.523,0.066,2019-20,
10673,glenn robinson iii,PHI,26,198.12,100.697424,Michigan,USA,2014,2,40,62,11.7,4.4,1.5,-7.8,0.043,0.106,0.16,0.577,0.081,2019-20,
10677,gary trent jr.,POR,21,195.58,94.800728,Duke,USA,2018,2,37,61,8.9,1.6,1.0,-1.4,0.017,0.052,0.15,0.587,0.064,2019-20,
10680,gary clark,ORL,25,198.12,102.0582,Cincinnati,USA,Undrafted,Undrafted,Undrafted,42,3.7,2.6,0.4,-5.1,0.058,0.116,0.105,0.568,0.043,2019-20,
10682,gabe vincent,MIA,24,190.5,90.7184,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,9,2.4,0.6,0.7,-15.9,0.0,0.053,0.196,0.297,0.12,2019-20,
10683,furkan korkmaz,PHI,22,200.66,91.625584,None,Turkey,2016,1,26,72,9.8,2.3,1.1,2.7,0.011,0.093,0.177,0.579,0.073,2019-20,
10685,jerome robinson,WAS,23,193.04,86.18248,Boston College,USA,2018,1,13,63,5.1,2.0,1.4,-1.0,0.012,0.11,0.155,0.476,0.123,2019-20,
10686,frank mason,MIL,26,180.34,86.18248,Kansas,USA,2017,2,34,9,6.9,2.1,3.2,-1.8,0.034,0.097,0.228,0.53,0.372,2019-20,
10687,frank ntilikina,NYK,21,193.04,90.7184,None,France,2017,1,8,57,6.3,2.1,3.0,-3.9,0.018,0.082,0.152,0.497,0.209,2019-20,
10688,garrison mathews,WAS,23,195.58,97.52228,Lipscomb,USA,Undrafted,Undrafted,Undrafted,18,5.4,1.3,0.6,7.1,0.025,0.075,0.137,0.691,0.063,2019-20,
10691,grant williams,BOS,21,198.12,107.047712,Tennessee,USA,2019,1,22,69,3.4,2.6,1.0,6.3,0.053,0.106,0.112,0.505,0.085,2019-20,
10692,j.p. macura,CLE,25,193.04,92.079176,Xavier,USA,2018,Undrafted,Undrafted,1,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,2019-20,
